AccNo,CallTime,Type,PhoneNo,During_in_secs
SA-0261-41-34,20/2/2010 15:51,I,60-151056410,1649
SA-0063-02-33,26/5/2010 22:34,I,60-162477121,2406
SA-0080-84-93,30/9/2009 10:45,I,60-106084808,2012
SA-0220-61-46,22/7/2010 12:47,I,60-141396067,2940
SA-0312-94-95,15/9/2009 18:18,I,60-175647161,362
SA-0021-95-06,16/1/2009 5:25,I,60-179503289,1360
SA-0050-81-89,19/7/2010 4:34,I,60-129017563,592
SA-0261-41-34,8/10/2010 20:57,I,60-116507132,168
SA-0037-94-05,8/2/2010 11:54,I,60-135063736,1015
SA-0290-06-89,4/11/2009 22:12,I,60-187652400,2077
SA-0314-69-44,16/2/2009 12:10,I,60-141765722,1909
SA-0112-53-34,31/1/2010 0:34,I,60-185731257,192
SA-0303-06-26,10/9/2010 21:58,I,60-180369832,2514
SA-0144-10-84,21/7/2009 10:20,I,60-176870625,484
SA-0187-35-19,10/12/2009 7:38,I,60-114180741,111
SA-0012-71-76,2/6/2010 6:20,I,60-191654716,1433
SA-0343-60-69,17/1/2010 16:09,I,60-157227197,247
SA-0252-71-33,5/12/2010 18:27,I,60-126660638,1584
SA-0155-74-77,7/11/2010 2:51,I,60-186459318,3315
SA-0414-20-79,30/11/2010 13:59,I,60-193676289,822
SA-0186-07-48,10/7/2010 18:42,I,60-143475839,2927
SA-0005-14-91,30/7/2010 18:31,I,60-153202849,1031
SA-0414-86-48,21/12/2009 12:20,I,60-171578280,1841
SA-0055-36-68,23/3/2010 1:58,I,60-163373218,3335
SA-0401-55-12,10/1/2009 9:00,I,60-193456342,1289
SA-0145-41-01,28/3/2010 16:00,I,60-191566816,3268
SA-0185-10-64,10/1/2009 20:04,I,60-150067800,2699
SA-0147-43-82,8/4/2009 19:03,I,60-187226698,3558
SA-0145-41-01,24/5/2010 18:52,I,60-152490435,979
SA-0112-53-34,16/9/2010 0:14,I,60-122466064,1435
SA-0210-42-47,12/7/2009 7:11,I,60-115674673,1434
SA-0314-69-44,2/10/2010 14:47,I,60-161391409,2912
SA-0227-78-67,12/1/2010 18:32,I,60-172595480,2051
SA-0107-05-98,14/10/2010 1:11,I,60-112323780,2563
SA-0335-96-08,7/6/2010 7:35,I,60-143759615,164
SA-0092-93-02,13/10/2010 14:45,I,60-168475419,1305
SA-0080-84-93,31/12/2009 4:52,I,60-112004990,705
SA-0220-61-46,24/9/2010 20:08,I,60-146584112,1467
SA-0009-04-02,24/1/2009 23:21,I,60-110873634,75
SA-0012-71-76,23/8/2009 7:14,I,60-120142274,533
SA-0414-86-48,19/8/2009 21:42,I,60-192502149,2857
SA-0112-53-34,21/1/2009 5:01,I,60-185461729,521
SA-0033-12-88,18/2/2010 11:44,I,60-144967752,2101
SA-0263-79-37,28/10/2009 13:03,I,60-194051783,2200
SA-0182-19-79,20/3/2009 3:53,I,60-169402879,2303
SA-0009-04-02,29/2/2010  5:30:46 PM,I,60-155169989,2184
SA-0147-43-82,8/10/2010 19:52,I,60-157834187,2637
SA-0005-14-91,4/7/2009 11:35,I,60-190103735,1741
SA-0185-59-07,30/9/2009 19:28,I,60-168776698,689
SA-0186-07-48,18/10/2010 3:52,I,60-180046586,1214
SA-0112-53-34,2/12/2010 9:40,I,60-196863830,3137
SA-0155-74-77,25/11/2009 12:14,I,60-105148215,1461
SA-0290-06-89,8/10/2010 1:16,I,60-130877559,2973
SA-0210-42-47,7/9/2009 1:49,I,60-172197689,606
SA-0107-05-98,11/4/2010 19:04,I,60-171876658,931
SA-0055-36-68,26/3/2009 21:29,I,60-159620066,164
SA-0147-43-82,27/10/2010 6:50,I,60-195602821,2570
SA-0155-74-77,16/8/2009 22:16,I,60-180556862,169
SA-0147-43-82,10/10/2010 6:23,I,60-142389193,2392
SA-0182-19-79,18/6/2009 10:09,I,60-188592676,2263
SA-0220-48-64,6/4/2010 6:52,I,60-192400760,2062
SA-0378-80-96,30/3/2010 1:58,I,60-177060866,192
SA-0133-16-62,29/1/2010 15:26,I,60-142930700,1377
SA-0252-71-33,2/7/2009 0:05,I,60-119125682,352
SA-0009-04-02,12/8/2009 4:04,I,60-148039589,2260
SA-0220-61-46,17/6/2010 3:58,I,60-182278340,1147
SA-0210-42-47,1/1/2010 11:52,I,60-149283496,2139
SA-0220-61-46,30/3/2009 15:19,I,60-185212235,1555
SA-0012-71-76,4/1/2010 16:55,I,60-168902516,2349
SA-0009-04-02,19/6/2009 9:34,I,60-171891081,2649
SA-0252-71-33,3/1/2009 7:39,I,60-111804161,2990
SA-0145-41-01,17/11/2009 1:56,I,60-150076510,3353
SA-0335-96-08,6/12/2010 6:37,I,60-186088852,2224
SA-0202-82-34,14/9/2009 17:42,I,60-179647924,1770
SA-0361-84-31,22/7/2010 6:26,I,60-172744899,3315
SA-0227-78-67,8/2/2009 0:53,I,60-137176457,924
SA-0005-14-91,28/6/2009 19:42,I,60-117453396,3541
SA-0107-05-98,19/8/2010 6:15,I,60-118598391,3174
SA-0185-59-07,20/4/2010 18:41,I,60-114188251,932
SA-0155-74-77,12/4/2009 2:20,I,60-109103964,2291
SA-0187-35-19,13/5/2009 4:51,I,60-115011435,1206
SA-0144-10-84,21/10/2010 7:59,I,60-161628869,1457
SA-0145-41-01,3/1/2010 12:47,I,60-126641900,2320
SA-0151-98-79,26/4/2009 3:34,I,60-139746407,2398
SA-0335-96-08,10/4/2010 3:19,I,60-194626414,2498
SA-0339-42-22,17/4/2010 16:57,I,60-194852844,3185
SA-0290-06-89,17/6/2009 22:13,I,60-136184165,462
SA-0107-05-98,9/5/2009 8:51,I,60-180730910,3047
SA-0312-94-95,1/5/2009 23:44,I,60-189506796,3217
SA-0361-84-31,23/9/2010 7:42,I,60-168256715,848
SA-0252-71-33,27/6/2009 17:27,I,60-102055509,1656
SA-0009-04-02,18/9/2009 14:08,I,60-179700437,232
SA-0138-33-52,7/12/2009 10:05,I,60-142663620,3163
SA-0290-06-89,24/8/2010 23:35,I,60-173616004,659
SA-0401-55-12,30/11/2009 9:55,I,60-102670835,1798
SA-0187-35-19,17/9/2010 9:44,I,60-180281113,207
SA-0092-93-02,19/11/2009 15:50,I,60-135822552,1918
SA-0182-19-79,1/1/2009 22:00,I,60-133841123,1486
SA-0138-33-52,21/2/2009 13:21,I,60-143927823,224
SA-0220-48-64,21/9/2009 18:24,I,60-182695128,1361
SA-0414-86-48,23/1/2010 14:21,I,60-145042248,3405
SA-0210-42-47,24/1/2010 5:51,I,60-121482332,2879
SA-0378-80-96,9/11/2010 9:28,I,60-123603142,558
SA-0378-80-96,4/10/2010 3:32,I,60-177388194,373
SA-0185-59-07,20/7/2010 21:08,I,60-109783485,3568
SA-0005-14-91,5/9/2010 19:39,I,60-187694094,2709
SA-0343-60-69,28/12/2010 23:39,I,60-129532738,3350
SA-0144-10-84,10/3/2009 23:11,I,60-101169296,333
SA-0050-81-89,22/1/2009 1:14,I,60-181531647,3412
SA-0133-16-62,27/3/2010 19:10,I,60-151929506,1988
SA-0202-82-34,2/2/2009 8:24,I,60-161825029,593
SA-0261-41-34,17/5/2010 22:40,I,60-159320330,3245
SA-0252-71-33,27/11/2009 15:14,I,60-107918925,1260
SA-0312-94-95,21/1/2010 8:53,I,60-113586448,1836
SA-0037-94-05,17/2/2009 3:44,I,60-147081487,2025
SA-0361-84-31,20/11/2009 15:59,I,60-128785071,1736
SA-0252-71-33,27/12/2009 8:44,I,60-130751669,590
SA-0138-33-52,3/3/2010 9:23,I,60-141927526,1698
SA-0378-80-96,23/4/2009 3:02,I,60-113638020,292
SA-0145-41-01,28/12/2009 13:43,I,60-113122589,1283
SA-0145-41-01,20/5/2009 17:11,I,60-195847731,505
SA-0222-28-58,14/9/2009 13:46,I,60-193147847,2628
SA-0009-04-02,7/2/2009 4:30,I,60-103379237,2482
SA-0339-42-22,13/9/2009 3:46,I,60-108294689,482
SA-0185-10-64,13/6/2010 17:58,I,60-192149156,2824
SA-0021-95-06,24/4/2009 15:14,I,60-113783538,1787
SA-0210-42-47,20/5/2009 17:19,I,60-111912807,3065
SA-0187-35-19,20/4/2009 6:13,I,60-192782819,1669
SA-0055-36-68,24/5/2009 9:40,I,60-146745288,2736
SA-0187-35-19,7/9/2010 16:44,I,60-199428379,780
SA-0009-04-02,23/5/2009 11:31,I,60-124595588,1931
SA-0144-10-84,6/4/2009 4:09,I,60-138997307,447
SA-0378-80-96,10/4/2010 11:16,I,60-178686159,2468
SA-0249-45-54,22/3/2010 6:50,I,60-135474999,3177
SA-0012-71-76,11/4/2010 5:46,I,60-104542654,2134
SA-0414-86-48,20/8/2010 10:49,I,60-137426137,1807
SA-0147-43-82,3/4/2010 12:10,I,60-115826557,1078
SA-0185-10-64,26/11/2009 21:34,I,60-169623850,3532
SA-0227-78-67,6/10/2010 4:37,I,60-100665039,2951
SA-0050-81-89,12/2/2010 15:02,I,60-172468671,1625
SA-0092-93-02,7/10/2010 1:33,I,60-108348682,1457
SA-0050-81-89,15/11/2010 23:32,I,60-111004952,1357
SA-0305-50-15,18/7/2010 16:42,I,60-128803817,880
SA-0033-12-88,22/3/2010 11:19,I,60-156782353,1466
SA-0378-80-96,1/2/2010 15:11,I,60-101635965,3344
SA-0114-12-73,16/4/2009 20:10,I,60-147583150,1022
SA-0252-71-33,7/10/2009 3:51,I,60-182391551,1901
SA-0187-35-19,20/3/2010 19:42,I,60-107968782,2668
SA-0012-71-76,10/6/2009 14:05,I,60-188645881,2756
SA-0343-60-69,29/9/2009 18:45,I,60-140642793,621
SA-0290-06-89,30/5/2010 17:10,I,60-199416994,991
SA-0092-93-02,15/6/2010 11:30,I,60-150997515,1752
SA-0112-53-34,26/11/2009 8:32,I,60-127619718,3366
SA-0261-41-34,13/10/2010 16:02,I,60-158563261,389
SA-0202-82-34,10/12/2010 7:05,I,60-163295027,1181
SA-0187-35-19,5/4/2009 13:59,I,60-185339885,930
SA-0012-71-76,29/1/2009 12:55,I,60-174157281,662
SA-0092-93-02,17/1/2010 8:18,I,60-156634678,2185
SA-0312-94-95,15/11/2009 12:22,I,60-118433189,745
SA-0252-71-33,13/2/2009 10:15,I,60-141655401,2823
SA-0220-48-64,26/10/2010 0:31,I,60-136211029,3025
SA-0147-43-82,7/10/2009 0:02,I,60-179232125,200
SA-0012-71-76,28/1/2009 12:40,I,60-184916521,430
SA-0005-14-91,16/4/2010 0:53,I,60-169050430,1394
SA-0009-04-02,19/1/2009 18:08,I,60-103236374,2333
SA-0107-05-98,30/8/2010 8:59,I,60-143150301,3256
SA-0401-55-12,20/2/2009 15:39,I,60-198169814,2955
SA-0080-84-93,8/9/2009 10:30,I,60-113279599,2508
SA-0339-42-22,4/6/2010 13:42,I,60-106518096,3087
SA-0133-16-62,30/8/2009 12:17,I,60-165557885,2203
SA-0186-07-48,14/3/2010 11:06,I,60-171821229,3540
SA-0186-07-48,17/2/2009 21:44,I,60-156659892,1805
SA-0210-42-47,16/4/2010 19:13,I,60-101255690,2353
SA-0252-71-33,7/4/2010 17:33,I,60-134014247,2548
SA-0261-41-34,20/5/2010 9:42,I,60-181736935,1048
SA-0063-02-33,17/1/2009 15:11,I,60-148199560,2031
SA-0279-91-74,8/7/2009 21:18,I,60-136843980,1586
SA-0314-69-44,5/12/2009 21:49,I,60-108567142,1589
SA-0050-81-89,10/12/2009 4:29,I,60-137842822,3117
SA-0012-71-76,27/12/2010 18:07,I,60-136203363,2909
SA-0378-80-96,6/4/2009 21:01,I,60-175919510,649
SA-0220-61-46,3/12/2010 0:20,I,60-191534752,2331
SA-0279-91-74,12/1/2010 12:08,I,60-104243173,3204
SA-0249-45-54,30/10/2009 17:14,I,60-195397150,1572
SA-0279-91-74,20/9/2010 10:15,I,60-190133463,3261
SA-0361-84-31,29/9/2009 13:46,I,60-153547271,1648
SA-0155-74-77,20/6/2010 15:44,I,60-120236875,1545
SA-0114-12-73,25/1/2010 23:23,I,60-194322214,2209
SA-0182-19-79,28/2/2009 20:24,I,60-147024003,499
SA-0361-84-31,12/12/2009 4:45,I,60-189780051,2581
SA-0261-41-34,8/3/2010 7:52,I,60-140715142,891
SA-0145-41-01,27/7/2010 8:10,I,60-189086242,2258
SA-0155-74-77,27/3/2010 21:26,I,60-135632898,1501
SA-0279-91-74,12/3/2009 15:54,I,60-163524192,81
SA-0252-71-33,25/5/2009 9:10,I,60-181702485,1128
SA-0227-78-67,20/5/2010 10:51,I,60-105461913,2992
SA-0222-28-58,18/4/2010 4:01,I,60-187163840,1460
SA-0261-41-34,5/11/2010 4:16,I,60-124519556,769
SA-0343-60-69,16/8/2009 13:36,I,60-106115418,2121
SA-0335-96-08,13/10/2009 20:48,I,60-179701590,2949
SA-0033-12-88,17/2/2010 15:39,I,60-110608170,2961
SA-0063-02-33,2/6/2010 15:41,I,60-157215711,3406
SA-0005-14-91,1/10/2009 2:32,I,60-170930412,1918
SA-0361-84-31,7/3/2009 3:53,I,60-113782864,3019
SA-0144-10-84,15/3/2009 1:21,I,60-195899622,2450
SA-0185-59-07,14/6/2010 3:42,I,60-133519845,429
SA-0222-28-58,17/10/2010 6:31,I,60-160835122,1152
SA-0303-06-26,5/11/2010 22:10,I,60-189911117,2685
SA-0187-35-19,15/8/2009 14:29,I,60-161657020,3523
SA-0210-42-47,12/3/2009 16:51,I,60-123325192,2573
SA-0263-79-37,2/12/2009 3:55,I,60-137643932,3063
SA-0037-94-05,1/4/2009 2:29,I,60-157004554,3482
SA-0263-79-37,13/11/2010 18:58,I,60-148880164,1009
SA-0055-36-68,23/1/2010 0:59,I,60-197521756,1590
SA-0055-36-68,10/3/2009 23:06,I,60-166857641,1999
SA-0187-35-19,27/1/2010 6:43,I,60-160418896,530
SA-0037-94-05,4/3/2009 5:12,I,60-123290895,1346
SA-0249-45-54,28/9/2010 3:20,I,60-164719257,2424
SA-0145-41-01,17/12/2010 2:50,I,60-144534758,1565
SA-0414-86-48,15/12/2010 14:40,I,60-195122156,3357
SA-0185-59-07,25/6/2009 6:43,I,60-113710055,2690
SA-0339-42-22,17/8/2010 17:08,I,60-141667383,1990
SA-0263-79-37,22/12/2010 1:21,I,60-114468150,2984
SA-0220-61-46,17/5/2010 14:09,I,60-116280993,3494
SA-0009-04-02,28/8/2009 11:16,I,60-100230982,161
SA-0305-50-15,15/12/2009 0:23,I,60-149342744,822
SA-0063-02-33,20/3/2010 10:49,I,60-178139234,3366
SA-0305-50-15,15/1/2009 22:22,I,60-106653356,3051
SA-0279-91-74,5/8/2010 18:09,I,60-157832099,3366
SA-0305-50-15,23/10/2010 3:44,I,60-153384370,2239
SA-0202-82-34,4/6/2009 9:24,I,60-147145466,611
SA-0012-71-76,7/11/2009 18:47,I,60-109681026,1168
SA-0210-42-47,26/9/2009 12:49,I,60-175029488,3246
SA-0252-71-33,4/9/2010 5:04,I,60-167839055,767
SA-0050-81-89,7/9/2009 10:37,I,60-127349496,3596
SA-0279-91-74,26/2/2009 11:00,I,60-158832305,626
SA-0252-71-33,7/4/2010 8:54,I,60-131050051,753
SA-0033-12-88,20/11/2009 6:56,I,60-192679650,2451
SA-0107-05-98,3/7/2009 22:45,I,60-117235589,2218
SA-0021-95-06,22/10/2010 16:49,I,60-197528190,3395
SA-0185-59-07,12/5/2010 1:41,I,60-166720112,340
SA-0378-80-96,13/8/2009 2:59,I,60-166390915,348
SA-0261-41-34,15/11/2010 20:50,I,60-101647597,322
SA-0339-42-22,9/7/2009 16:15,I,60-188378834,2794
SA-0187-35-19,5/12/2009 23:46,I,60-171032926,3237
SA-0138-33-52,1/6/2009 21:16,I,60-110801320,543
SA-0202-82-34,17/4/2009 18:25,I,60-106443564,3215
SA-0220-48-64,25/9/2010 18:54,I,60-126834328,2821
SA-0220-61-46,15/12/2010 8:20,I,60-131589585,1784
SA-0012-71-76,28/4/2009 13:50,I,60-136346721,2458
SA-0401-55-12,31/1/2009 16:35,I,60-162593896,2458
SA-0114-12-73,19/3/2010 18:08,I,60-146614138,1390
SA-0155-74-77,17/2/2009 10:20,I,60-189159904,211
SA-0012-71-76,22/5/2010 17:16,I,60-124847147,63
SA-0063-02-33,13/1/2009 7:54,I,60-112515818,2087
SA-0080-84-93,25/3/2010 17:14,I,60-158569061,856
SA-0361-84-31,31/5/2010 20:10,I,60-126821900,3580
SA-0147-43-82,29/5/2010 17:47,I,60-120863841,2979
SA-0222-28-58,30/8/2009 0:54,I,60-120732324,2493
SA-0227-78-67,28/9/2010 19:28,I,60-190725811,2796
SA-0335-96-08,12/3/2010 3:06,I,60-141106860,3591
SA-0182-19-79,8/8/2009 18:05,I,60-146085518,756
SA-0147-43-82,8/9/2009 16:40,I,60-150901213,3061
SA-0147-43-82,14/1/2010 3:28,I,60-192514999,1463
SA-0339-42-22,6/8/2009 17:14,I,60-118402012,2573
SA-0414-20-79,13/7/2009 1:44,I,60-111393516,616
SA-0279-91-74,9/5/2010 9:15,I,60-182817052,762
SA-0305-50-15,12/11/2010 18:11,I,60-170569905,297
SA-0012-71-76,14/12/2010 4:19,I,60-120753312,2381
SA-0155-74-77,11/8/2009 10:39,I,60-117671286,585
SA-0303-06-26,18/8/2009 20:09,I,60-166059396,668
SA-0343-60-69,23/12/2010 15:27,I,60-102520247,1317
SA-0138-33-52,5/8/2009 12:41,I,60-130442205,740
SA-0314-69-44,11/6/2010 23:50,I,60-105826739,3498
SA-0133-16-62,3/4/2010 22:50,I,60-189864341,935
SA-0021-95-06,12/12/2009 15:32,I,60-188027927,360
SA-0114-12-73,27/11/2009 7:59,I,60-178344532,1321
SA-0107-05-98,29/9/2010 3:12,I,60-185816699,887
SA-0339-42-22,22/8/2009 11:01,I,60-197301576,100
SA-0414-20-79,23/5/2010 18:22,I,60-197554615,1822
SA-0114-12-73,6/11/2010 11:08,I,60-196172613,2432
SA-0114-12-73,8/8/2010 6:22,I,60-175262563,825
SA-0339-42-22,3/7/2009 20:02,I,60-169351774,2913
SA-0185-59-07,5/3/2009 8:55,I,60-164278523,774
SA-0155-74-77,19/6/2010 6:35,I,60-125240197,2587
SA-0112-53-34,28/8/2010 6:07,I,60-154114434,1159
SA-0220-48-64,24/12/2010 11:12,I,60-139982446,586
SA-0335-96-08,22/9/2009 22:31,I,60-190722986,268
SA-0249-45-54,14/9/2009 16:21,I,60-120163928,194
SA-0312-94-95,20/1/2010 4:30,I,60-111659113,1582
SA-0144-10-84,1/6/2009 14:04,I,60-109799935,1166
SA-0305-50-15,16/11/2010 13:14,I,60-123830503,2514
SA-0063-02-33,10/10/2010 4:59,I,60-152095099,3337
SA-0080-84-93,28/10/2010 9:23,I,60-135944579,3426
SA-0312-94-95,9/1/2009 12:14,I,60-131897777,462
SA-0339-42-22,23/10/2010 10:31,I,60-130084320,1707
SA-0185-59-07,15/8/2010 10:27,I,60-155366773,2701
SA-0112-53-34,4/2/2010 5:24,I,60-153986148,1869
SA-0261-41-34,9/3/2009 21:31,I,60-127953512,2025
SA-0112-53-34,27/9/2009 7:00,I,60-131098609,2099
SA-0378-80-96,18/8/2009 5:40,I,60-111156881,904
SA-0187-35-19,29/12/2010 13:52,I,60-157316487,601
SA-0145-41-01,26/12/2010 3:29,I,60-119840344,888
SA-0339-42-22,24/11/2009 11:01,I,60-169211863,2926
SA-0063-02-33,27/2/2010 11:19,I,60-157518138,1668
SA-0290-06-89,12/11/2009 20:01,I,60-107392783,1634
SA-0063-02-33,4/3/2009 6:20,I,60-165565764,3023
SA-0361-84-31,19/4/2010 21:57,I,60-106720104,949
SA-0033-12-88,4/8/2009 13:24,I,60-114336899,3138
SA-0186-07-48,12/10/2010 12:05,I,60-141748099,1603
SA-0414-20-79,2/2/2010 6:29,I,60-163920332,1954
SA-0187-35-19,12/10/2009 15:27,I,60-125891300,61
SA-0249-45-54,23/4/2009 1:39,I,60-150520587,3599
SA-0279-91-74,18/7/2009 7:45,I,60-180771556,1069
SA-0145-41-01,28/11/2010 23:24,I,60-166648073,3036
SA-0050-81-89,22/12/2010 4:08,I,60-157299546,1809
SA-0037-94-05,25/10/2009 16:59,I,60-149900581,1627
SA-0144-10-84,7/7/2010 3:57,I,60-102050846,1854
SA-0305-50-15,28/4/2010 9:22,I,60-119952167,764
SA-0133-16-62,30/3/2009 12:00,I,60-189479819,2062
SA-0305-50-15,9/3/2010 12:14,I,60-153106295,3223
SA-0063-02-33,17/10/2009 12:43,I,60-108745618,3216
SA-0303-06-26,25/8/2010 9:02,I,60-131838592,404
SA-0202-82-34,22/8/2010 22:03,I,60-146739900,3223
SA-0147-43-82,21/1/2009 22:16,I,60-181900330,1405
SA-0145-41-01,31/1/2009 23:44,I,60-138815789,2194
SA-0414-86-48,18/5/2009 23:19,I,60-115778983,1696
SA-0182-19-79,31/1/2009 7:07,I,60-192720205,940
SA-0263-79-37,14/11/2009 19:19,I,60-180156245,3038
SA-0220-48-64,22/7/2010 13:42,I,60-193970447,376
SA-0185-10-64,11/5/2009 23:31,I,60-165242174,2321
SA-0227-78-67,1/1/2009 4:15,I,60-172751025,975
SA-0401-55-12,15/7/2009 16:40,I,60-134688855,2279
SA-0185-59-07,2/10/2009 9:14,I,60-134497254,472
SA-0080-84-93,5/5/2010 1:44,I,60-174248675,1304
SA-0185-10-64,25/8/2009 14:25,I,60-190521609,3463
SA-0185-59-07,17/5/2010 20:36,I,60-172887785,1772
SA-0227-78-67,23/11/2010 17:10,I,60-150892811,1696
SA-0305-50-15,12/7/2009 7:44,I,60-103666657,1015
SA-0227-78-67,2/6/2010 5:09,I,60-143952976,1648
SA-0303-06-26,18/1/2009 2:17,I,60-105099211,2905
SA-0335-96-08,22/7/2009 10:52,I,60-157430690,3232
SA-0222-28-58,5/7/2009 21:20,I,60-118856062,1173
SA-0033-12-88,20/4/2009 20:04,I,60-133172097,959
SA-0227-78-67,7/11/2009 16:49,I,60-105277537,3348
SA-0055-36-68,3/11/2009 1:25,I,60-177338399,364
SA-0401-55-12,27/9/2010 6:46,I,60-190025551,2716
SA-0314-69-44,26/12/2009 9:07,I,60-163150578,1523
SA-0145-41-01,26/5/2010 17:33,I,60-165298912,802
SA-0227-78-67,26/12/2010 23:15,I,60-105788322,1453
SA-0133-16-62,5/5/2010 2:08,I,60-115176652,1837
SA-0210-42-47,24/5/2010 10:09,I,60-129130477,1942
SA-0133-16-62,20/2/2009 12:06,I,60-107048993,398
SA-0220-61-46,14/4/2010 11:32,I,60-150920620,1722
SA-0220-48-64,17/6/2010 2:39,I,60-129187140,2884
SA-0138-33-52,10/2/2009 21:29,I,60-194760428,2955
SA-0112-53-34,23/8/2010 3:46,I,60-167638311,1336
SA-0414-20-79,2/9/2010 2:14,I,60-193125889,1156
SA-0145-41-01,14/4/2009 7:00,I,60-118349124,1162
SA-0252-71-33,17/12/2009 11:36,I,60-157933838,3503
SA-0220-61-46,29/12/2009 16:56,I,60-107082792,430
SA-0144-10-84,25/7/2010 6:59,I,60-193771468,2034
SA-0012-71-76,21/10/2009 15:41,I,60-117695175,3443
SA-0210-42-47,14/5/2009 19:31,I,60-199052918,1111
SA-0080-84-93,26/5/2010 12:45,I,60-106129298,396
SA-0210-42-47,28/5/2009 6:00,I,60-166061373,1079
SA-0414-20-79,21/3/2009 9:43,I,60-119259867,171
SA-0227-78-67,26/8/2010 8:56,I,60-169125381,553
SA-0138-33-52,22/2/2009 4:46,I,60-119022139,2996
SA-0151-98-79,3/1/2010 12:57,I,60-120894554,1225
SA-0222-28-58,28/8/2010 16:45,I,60-197533224,702
SA-0138-33-52,10/10/2009 22:25,I,60-108058408,1419
SA-0112-53-34,20/4/2009 6:34,I,60-124910568,1808
SA-0335-96-08,28/9/2010 10:49,I,60-148331282,896
SA-0220-61-46,14/11/2010 16:29,I,60-175528254,2906
SA-0037-94-05,14/3/2009 15:11,I,60-174088723,1359
SA-0314-69-44,6/6/2009 2:18,I,60-156882809,1368
SA-0314-69-44,11/7/2010 1:04,I,60-166149216,653
SA-0401-55-12,15/3/2010 12:17,I,60-126063521,2545
SA-0063-02-33,9/12/2009 8:06,I,60-136572649,3084
SA-0290-06-89,18/2/2010 22:10,I,60-126890376,3415
SA-0187-35-19,18/11/2010 18:53,I,60-190992282,970
SA-0009-04-02,13/9/2009 11:12,I,60-177945579,568
SA-0361-84-31,5/6/2010 0:49,I,60-176429434,1432
SA-0063-02-33,25/3/2009 12:57,I,60-192743212,1117
SA-0220-61-46,10/4/2009 2:39,I,60-177877450,1922
SA-0144-10-84,22/1/2009 19:17,I,60-102928246,2249
SA-0361-84-31,5/11/2010 5:37,I,60-128566819,1857
SA-0050-81-89,24/12/2010 14:26,I,60-162544671,2185
SA-0063-02-33,9/10/2009 23:54,I,60-103962833,2807
SA-0009-04-02,18/1/2010 13:50,I,60-125850196,2239
SA-0005-14-91,8/6/2010 15:02,I,60-117129472,2062
SA-0186-07-48,29/3/2010 2:13,I,60-114933692,280
SA-0144-10-84,5/11/2010 12:07,I,60-174587147,2891
SA-0202-82-34,16/9/2009 13:11,I,60-161655978,1885
SA-0005-14-91,31/8/2009 17:29,I,60-190994914,2344
SA-0343-60-69,12/11/2009 13:40,I,60-197578449,2872
SA-0290-06-89,2/4/2010 0:53,I,60-155639966,789
SA-0314-69-44,5/4/2010 0:25,I,60-182404620,853
SA-0263-79-37,26/2/2010 3:15,I,60-125864225,3118
SA-0145-41-01,20/6/2009 5:59,I,60-133803410,3250
SA-0009-04-02,13/7/2009 1:57,I,60-177495286,1949
SA-0185-10-64,27/2/2009 7:46,I,60-104325450,2611
SA-0145-41-01,21/11/2010 4:02,I,60-191137458,2736
SA-0290-06-89,3/1/2010 23:08,I,60-197094444,3229
SA-0303-06-26,12/1/2010 15:47,I,60-134740182,274
SA-0037-94-05,24/11/2010 9:25,I,60-128614306,3518
SA-0033-12-88,1/12/2010 18:46,I,60-153526079,1764
SA-0401-55-12,13/1/2009 18:40,I,60-132978401,93
SA-0339-42-22,5/8/2010 18:27,I,60-152395633,2001
SA-0279-91-74,27/10/2010 13:42,I,60-186867438,168
SA-0339-42-22,7/3/2010 15:53,I,60-193426892,3514
SA-0414-20-79,24/4/2009 5:21,I,60-133390261,3180
SA-0155-74-77,28/6/2010 18:00,I,60-125537706,2422
SA-0401-55-12,1/10/2010 0:47,I,60-158835345,2039
SA-0009-04-02,2/6/2009 9:38,I,60-148334696,2012
SA-0182-19-79,5/10/2009 10:46,I,60-159698887,721
SA-0186-07-48,22/1/2009 5:49,I,60-175661011,1135
SA-0187-35-19,23/10/2009 0:33,I,60-146879966,1322
SA-0279-91-74,26/1/2010 13:35,I,60-112083580,2492
SA-0279-91-74,7/1/2010 17:38,I,60-155941141,520
SA-0414-20-79,27/11/2010 9:56,I,60-141353656,2445
SA-0133-16-62,23/2/2010 0:36,I,60-157383077,2600
SA-0220-61-46,25/10/2010 21:04,I,60-176457274,3437
SA-0210-42-47,6/11/2009 3:51,I,60-161115134,1932
SA-0261-41-34,3/6/2010 18:06,I,60-139618021,2948
SA-0155-74-77,17/7/2009 18:35,I,60-197285835,2644
SA-0155-74-77,16/5/2009 7:53,I,60-101197731,2260
SA-0005-14-91,9/9/2010 20:42,I,60-152128796,479
SA-0202-82-34,15/8/2010 19:57,I,60-128722409,2781
SA-0112-53-34,4/3/2010 17:00,I,60-150223378,553
SA-0263-79-37,10/7/2010 19:06,I,60-143172064,2649
SA-0210-42-47,19/5/2010 22:48,I,60-104552077,737
SA-0314-69-44,27/3/2010 16:21,I,60-188488195,2163
SA-0080-84-93,25/12/2009 19:16,I,60-127552319,556
SA-0185-59-07,15/4/2010 14:28,I,60-108703867,2811
SA-0133-16-62,5/9/2009 17:56,I,60-191402803,1766
SA-0312-94-95,27/3/2010 8:51,I,60-101987812,775
SA-0107-05-98,20/6/2010 14:30,I,60-153144682,1149
SA-0210-42-47,13/4/2010 15:04,I,60-164842762,2232
